Inflation rate,Unemployment rate,GDP growth rate,Crime rate,Healthcare access index,Education quality index,Infrastructure quality index,Population growth rate,Homelessness rate,Home ownership rate,Income inequality index,Immigration rate,Military strength index,Environmental sustainability index,Social cohesion index,Divorce rate,Average life expectancy,Median household income,Poverty rate,Education attainment level
4.65,10.32,1.05,79.77,85.48,88.02,5.52,0.46,0.16,0.08,10.48,6.02,1.69,60.69,70.84,9.91,67.59,72212.03,7.84,51.55
0.37,6.46,7.09,62.37,28.21,87.24,87.18,0.17,0.67,0.25,54.26,6.64,12.4,3.24,20.92,5.4,68.59,19317.94,39.05,48.22
5.21,10.01,9.51,68.7,90.44,54.96,87.2,1.83,0.79,0.53,92.93,6.17,62.56,33.28,2.42,6.09,84.05,99884.22,7.79,73.93
6.44,8.72,-0.77,58.35,61.66,34.83,22.32,-0.76,0.13,0.31,71.22,8.89,53.53,70.19,21.13,1.52,86.11,30151.87,2.87,60.52
7.15,10.58,3.08,19.22,31.08,82.12,82.79,-1.54,0.64,0.14,40.26,4.76,33.95,46.32,93.09,2.66,75.62,47338.52,45.0,72.84
6.14,0.45,5.97,99.47,1.5,73.12,5.09,1.97,0.86,0.92,69.37,1.36,43.39,11.27,90.59,5.83,60.74,36071.59,33.09,50.58
4.04,4.42,2.73,98.08,47.77,51.66,74.55,0.24,0.12,0.26,79.95,8.87,17.58,34.52,26.42,4.06,79.25,35726.37,26.54,11.97
9.38,9.64,-4.4,95.52,63.37,54.85,99.64,1.9,0.46,0.1,25.17,3.42,71.37,53.0,41.52,7.94,87.74,12974.86,7.01,83.62
5.97,2.18,-4.32,89.62,54.52,93.11,94.26,1.24,0.11,0.74,91.03,9.52,54.66,39.2,6.63,5.23,60.02,92917.53,21.62,57.25
1.25,1.86,1.98,78.46,98.97,76.99,24.55,0.11,0.2,0.29,31.25,3.65,80.42,15.28,49.01,0.26,88.15,77014.96,29.6,2.53
6.01,5.63,5.44,7.4,73.03,3.77,81.64,2.23,0.06,0.69,44.81,2.22,90.47,64.54,79.94,9.9,69.1,69207.69,31.48,49.26
7.22,13.76,-0.42,92.61,35.58,14.81,96.58,2.4,0.74,0.24,92.55,6.1,83.42,60.46,27.95,1.36,64.71,14518.07,14.26,35.46
3.36,1.37,2.0,0.28,75.49,58.47,15.18,0.96,0.28,0.32,7.73,3.83,54.49,55.86,0.54,5.46,66.61,55337.2,18.82,93.44
0.67,13.82,9.19,49.49,44.04,3.12,50.13,-0.56,0.28,0.34,87.22,4.48,65.41,35.25,85.51,7.34,63.18,98307.79,33.08,90.84
6.4,10.29,4.77,8.91,51.94,31.19,69.0,2.58,0.08,0.75,20.97,5.98,96.67,70.52,93.2,0.06,84.45,11875.02,35.43,59.56
8.15,10.72,-3.67,29.12,51.32,52.79,11.5,1.1,0.34,0.49,90.13,2.25,97.26,63.86,75.29,0.7,63.47,79778.33,0.97,26.24
6.1,6.09,6.02,27.23,72.69,92.55,11.86,0.43,0.32,0.92,69.24,6.94,61.28,8.56,83.62,9.82,64.18,96680.01,10.19,76.52
6.4,13.76,-3.71,57.34,71.22,29.22,70.63,1.59,0.04,0.55,59.84,9.09,71.77,35.61,2.28,6.81,77.22,35160.27,30.97,90.6
1.45,0.64,-4.0,31.85,31.59,20.38,95.2,-1.82,0.25,0.74,51.85,7.05,4.9,2.56,21.3,7.52,69.58,52034.1,41.86,22.83
6.02,4.54,-4.58,90.68,36.19,51.44,61.16,-0.02,0.22,0.39,62.5,1.96,32.73,55.21,54.89,2.44,68.77,28546.91,46.86,39.17
7.72,11.99,3.06,43.16,35.21,69.41,33.76,0.18,0.29,0.55,70.71,3.27,89.21,37.06,34.27,2.77,69.06,72200.43,3.81,93.35
1.18,10.25,-2.89,73.13,56.37,69.11,43.96,1.72,0.69,0.56,51.74,2.4,65.41,83.55,78.96,1.93,64.6,37939.89,18.15,70.74
0.77,12.21,-2.4,92.3,7.12,1.25,29.47,0.69,0.85,0.25,4.96,1.46,51.75,30.72,53.51,3.0,77.92,99599.27,48.75,27.04
6.11,3.17,-4.25,29.32,31.09,77.6,79.78,-0.58,0.96,0.28,49.43,8.23,86.14,99.64,20.6,8.03,79.36,49501.05,20.55,18.17
4.15,1.13,0.81,65.83,89.02,44.7,83.16,2.38,0.65,0.96,7.33,6.79,97.72,97.32,84.25,8.79,74.47,31724.16,2.14,86.82
9.58,0.14,3.27,72.18,72.47,27.61,32.74,2.21,0.53,0.65,96.27,2.48,39.13,31.29,89.97,5.87,67.16,35885.01,21.25,4.64
6.88,10.32,5.68,14.8,60.27,20.76,13.47,2.7,0.56,0.44,43.71,6.2,67.31,46.38,86.49,3.24,63.55,70420.32,28.92,59.77
3.92,2.96,9.96,35.23,78.35,34.65,97.15,0.7,0.57,0.62,55.34,3.12,4.81,9.25,96.02,3.79,80.78,14748.95,0.77,57.7
1.71,3.97,-1.04,53.92,43.57,31.72,91.27,-1.28,0.34,0.27,63.32,1.52,65.78,6.26,91.54,3.31,70.98,62853.63,36.23,47.34
6.25,7.19,2.71,87.26,4.35,33.24,45.21,-0.62,0.94,0.02,7.16,5.86,80.79,41.81,29.25,3.74,73.35,39275.95,45.07,7.83
6.81,7.67,6.06,75.41,32.53,75.5,43.38,2.64,0.88,0.15,14.66,0.53,2.68,0.47,38.53,3.21,81.99,96239.91,25.0,27.17
8.56,5.2,6.41,84.23,7.39,30.8,2.09,2.55,0.51,0.29,40.15,0.68,60.53,68.04,60.82,8.75,84.09,34672.7,41.93,81.78
1.08,14.88,-4.78,6.5,40.45,13.16,4.91,-1.16,0.9,0.9,99.3,4.89,2.15,68.98,93.05,9.36,76.92,49125.29,30.49,94.79
4.12,4.94,8.22,3.49,23.15,38.23,39.22,0.48,0.16,0.94,46.0,5.38,59.38,88.2,16.01,1.59,73.7,98979.61,33.58,86.44
9.79,13.44,8.92,47.7,29.51,63.25,54.44,1.83,0.34,0.93,45.87,1.28,98.35,61.36,60.22,9.4,80.33,43235.63,30.51,54.37
3.86,10.9,-1.94,45.74,39.81,90.28,90.29,1.16,0.67,0.53,10.23,7.27,9.41,88.38,25.97,2.43,69.71,76251.43,35.51,82.03
3.13,5.28,-3.13,13.78,37.97,22.36,78.41,2.44,0.11,0.16,64.24,8.13,91.56,34.91,83.66,9.11,85.86,99817.4,13.66,78.37
7.98,12.15,-1.93,27.61,62.91,67.87,7.49,2.86,0.63,0.56,16.21,7.8,10.68,17.48,11.91,0.86,60.93,65297.5,43.09,65.75
9.13,3.1,3.29,60.04,20.0,1.97,79.53,-0.06,0.66,0.57,69.74,2.08,35.97,84.61,75.27,4.12,63.81,43768.35,25.62,63.43
7.46,1.57,8.49,46.98,9.79,39.37,31.61,0.61,0.06,0.49,37.82,8.37,67.8,49.26,90.99,8.87,76.2,83791.83,5.22,28.91
7.38,5.78,-2.96,71.48,16.48,91.32,59.02,1.12,0.51,0.82,56.05,0.27,58.49,49.77,53.84,9.63,76.6,52803.71,2.62,81.63
0.56,1.21,0.02,93.62,51.65,94.51,12.06,-1.09,0.56,0.09,22.86,8.97,39.29,56.35,39.57,5.7,76.93,76194.5,22.93,0.58
0.26,2.13,2.63,51.45,10.68,0.97,58.32,0.21,0.34,0.0,36.79,7.05,83.1,72.76,66.08,3.4,64.69,82656.92,15.73,16.96
1.38,2.46,-4.14,67.44,46.69,31.96,51.01,1.77,0.86,0.59,12.83,1.21,26.9,21.14,30.39,9.45,84.68,91257.43,31.27,42.46
2.48,7.29,5.16,44.16,15.7,15.33,90.44,2.59,0.35,0.86,89.96,4.15,41.67,40.89,77.03,5.22,64.72,19414.99,31.7,26.33
3.72,7.38,-4.26,93.74,90.14,93.86,81.72,0.85,1.0,0.9,82.18,7.17,35.0,2.24,12.71,2.09,76.54,99374.65,1.69,94.99
9.46,4.39,9.83,37.11,78.55,1.64,31.99,2.58,0.35,0.26,74.54,4.06,73.35,75.31,64.43,9.91,78.56,81877.12,3.24,99.04
5.48,0.19,9.75,20.15,96.12,78.05,46.67,-1.83,0.72,0.89,2.86,3.75,49.58,25.0,35.24,0.36,86.3,47890.53,26.43,26.86
2.81,12.92,3.17,12.93,48.83,12.09,38.69,-1.07,0.61,0.01,26.54,0.64,52.19,82.48,30.98,4.31,63.28,22786.21,28.37,65.75
9.85,0.91,0.47,13.44,33.38,93.32,26.22,0.37,0.1,0.26,9.49,6.5,24.59,49.58,69.7,3.2,73.37,21359.38,29.76,69.48
7.54,5.53,-4.7,17.89,28.91,83.02,28.32,-1.22,0.32,0.4,95.98,2.75,76.19,22.16,42.47,1.89,68.23,61208.75,26.7,6.12
9.59,9.46,0.93,71.76,66.97,78.41,24.84,0.66,0.69,0.69,14.76,2.2,87.82,96.55,21.49,4.09,81.17,41895.06,43.49,64.54
4.3,13.05,-0.81,90.18,97.74,63.5,25.11,1.19,0.99,0.69,82.07,5.2,44.81,72.63,81.18,7.0,88.83,74753.48,19.16,57.16
1.56,3.53,3.36,11.03,98.17,46.67,41.73,-1.42,0.52,0.1,13.57,4.03,80.19,51.73,66.89,0.52,63.42,42583.89,16.5,4.53
6.97,4.64,0.81,34.49,93.75,35.56,30.11,-1.19,0.77,0.59,96.2,3.33,97.89,33.33,48.95,8.46,70.05,81674.03,19.1,3.37
2.69,8.5,6.11,76.66,31.41,36.3,57.8,-0.21,0.65,0.1,42.11,0.68,36.2,97.72,69.29,7.49,67.16,56899.16,22.05,40.31
6.52,12.1,6.51,27.5,74.98,8.93,30.02,1.09,0.33,0.0,46.07,6.15,76.35,68.92,76.37,7.88,72.78,95739.82,24.32,62.36
3.1,2.87,4.03,57.59,3.44,54.65,87.23,1.29,0.67,0.85,13.36,1.26,57.33,70.2,48.48,9.61,62.95,23341.31,48.39,11.73
7.61,4.07,-0.65,73.74,13.85,9.68,41.48,-1.96,0.05,0.4,20.32,3.25,76.75,53.04,48.77,0.33,75.69,41079.27,30.56,68.65
9.22,2.5,0.77,98.97,21.81,28.17,81.02,0.32,0.87,0.74,48.96,7.29,35.39,11.9,22.39,6.42,74.37,84865.15,31.33,90.66
0.42,2.63,3.37,3.55,8.55,95.21,20.52,-1.15,0.61,0.08,5.06,8.09,80.5,95.12,91.8,6.99,64.2,96972.67,29.26,61.33
8.88,10.08,-1.74,71.16,81.98,47.54,9.87,1.3,0.01,0.47,54.79,7.63,41.88,34.58,88.4,0.4,65.97,49652.79,19.72,97.71
2.67,6.44,3.19,25.05,80.8,22.0,29.04,-1.99,0.11,0.67,70.47,6.08,14.57,76.76,54.64,1.38,69.58,78907.63,1.85,47.5
9.92,3.31,-1.89,73.18,51.96,35.45,44.77,-1.13,0.07,0.18,17.43,3.68,54.01,31.13,48.0,8.81,82.47,51832.23,22.85,84.52
8.88,0.24,5.76,98.65,13.09,8.37,5.79,1.39,0.42,0.49,7.91,9.06,68.28,38.15,36.36,9.27,84.58,29561.99,34.94,4.6
0.54,4.13,9.43,53.41,16.45,67.48,39.33,-0.37,0.64,0.85,24.81,0.01,47.7,94.8,63.01,8.22,60.03,58985.89,39.74,77.43
9.73,5.74,0.32,74.98,83.48,22.57,30.34,2.87,0.67,0.04,93.3,9.53,37.8,85.75,95.28,0.33,62.05,92648.8,4.61,86.92
1.81,0.95,5.37,70.73,28.11,85.14,7.49,0.11,0.76,0.75,82.01,2.31,27.2,85.94,68.9,3.85,79.84,81103.98,9.53,23.19
5.91,0.78,2.79,19.47,75.88,86.76,69.52,1.82,0.02,0.04,5.59,8.65,46.47,51.9,46.18,9.89,74.62,80071.07,2.18,98.86
9.04,11.88,2.85,26.74,13.1,37.48,98.85,-0.14,0.92,0.35,8.13,6.33,57.11,6.26,17.71,7.34,72.51,97901.73,42.72,62.08
3.41,0.21,2.03,41.89,94.01,28.79,76.71,0.73,0.06,0.76,58.9,0.23,71.85,40.23,50.35,0.92,73.79,14413.95,0.26,67.81
2.04,11.86,1.1,74.27,97.01,77.18,47.75,1.15,0.53,0.32,23.76,8.65,70.83,91.93,83.57,2.75,66.32,74867.1,27.73,14.73
1.09,2.39,1.32,8.47,89.29,8.12,90.25,0.43,0.02,0.66,67.75,6.46,36.94,68.94,4.12,0.23,79.73,19150.78,4.1,45.42
5.11,14.32,8.47,51.88,84.27,76.71,47.32,-0.96,0.06,0.53,25.64,7.82,60.93,53.37,81.61,3.62,62.34,39008.85,12.91,97.44
0.17,9.0,4.47,66.65,78.38,51.47,4.19,-1.78,0.29,0.68,14.46,3.92,77.51,46.75,68.02,8.57,73.06,68405.7,2.3,33.23
9.83,1.78,6.01,23.13,36.11,88.12,58.29,1.9,0.17,0.36,35.41,8.48,59.17,92.05,3.09,7.49,74.7,35791.92,6.24,84.82
9.48,11.17,3.37,67.35,15.87,3.51,46.06,2.6,0.36,0.76,62.94,8.58,75.83,25.78,65.82,7.2,83.92,58370.4,1.56,44.78
5.28,2.68,3.76,57.23,11.75,40.81,8.28,2.85,0.37,0.41,85.1,4.96,10.75,82.58,11.77,3.45,60.48,97491.71,25.16,94.48
1.91,2.33,1.9,83.9,88.11,93.87,18.45,-1.14,0.93,0.72,94.02,2.03,66.52,37.19,57.03,8.26,77.07,54052.51,11.63,10.35
6.21,10.99,6.99,95.69,28.84,82.19,5.32,0.73,0.29,0.53,84.54,8.54,50.67,40.86,71.78,2.05,84.25,52568.86,10.0,42.9
8.42,12.79,8.72,95.49,43.06,84.62,6.55,1.92,0.77,0.06,75.47,9.07,37.94,64.49,91.83,7.69,83.69,36671.4,39.98,32.91
4.83,14.61,0.02,54.43,83.87,43.61,63.24,-1.82,0.53,0.3,6.48,0.43,58.0,37.08,68.5,7.6,63.85,55481.64,18.69,14.41
7.34,1.03,-1.12,27.94,56.55,4.61,38.25,-1.84,0.59,0.27,16.28,2.15,90.05,22.83,43.1,6.18,64.18,39995.11,35.79,2.58
4.94,6.29,3.57,60.69,95.33,52.16,26.75,2.07,0.72,0.43,90.63,5.49,20.45,29.3,57.07,3.94,69.23,28978.73,41.08,87.42
4.15,7.2,-0.19,80.61,34.02,9.66,69.5,0.03,0.49,0.25,97.25,0.36,0.31,92.36,5.11,5.33,74.35,98377.22,42.0,54.26
3.14,9.06,7.7,73.93,3.75,6.16,27.39,0.53,0.25,0.9,92.34,6.94,57.27,23.53,70.31,1.33,72.44,60656.09,49.8,62.54
6.83,0.07,-4.79,64.97,31.3,52.66,89.91,2.3,0.59,0.93,44.64,0.56,76.08,3.06,50.59,2.78,87.76,81536.45,35.14,96.86
3.84,0.21,3.34,72.89,16.49,47.93,18.15,-0.09,0.3,0.41,79.0,9.11,53.9,92.14,69.75,7.62,71.79,94027.11,39.12,24.68
0.62,9.95,9.7,35.48,38.18,21.01,4.52,2.97,0.74,0.82,20.58,9.28,25.33,99.5,9.87,6.87,78.37,98612.53,36.85,9.43
7.28,6.7,6.06,60.28,68.5,8.79,46.6,2.67,0.83,0.91,69.47,1.83,28.05,1.14,38.81,2.76,64.69,35767.37,5.62,23.17
4.59,14.66,8.72,42.42,99.36,83.17,89.67,1.05,0.19,0.17,51.94,8.91,27.75,53.16,7.41,0.13,89.04,47406.32,22.74,14.86
8.94,0.77,3.7,17.42,16.99,84.22,18.12,0.5,0.74,0.02,28.91,4.8,54.91,7.31,33.58,5.39,65.91,58227.29,42.84,58.74
1.14,9.04,-3.38,90.85,6.26,67.87,35.4,-1.08,0.69,0.91,71.82,3.16,96.37,93.86,55.91,4.35,60.99,53953.97,9.21,12.78
5.46,5.68,9.63,54.43,51.11,36.38,46.76,-0.95,0.31,0.22,13.68,5.87,94.23,88.29,80.6,1.43,81.0,57607.16,27.82,33.94
6.66,6.44,9.74,67.26,21.46,71.89,2.9,-1.16,0.7,0.73,1.15,0.5,44.56,72.38,36.79,0.53,70.93,43266.1,28.69,46.41
9.88,0.66,8.59,16.63,98.55,55.99,19.85,0.27,0.78,0.86,43.99,2.34,56.06,19.45,3.0,6.01,81.4,53885.23,41.53,23.77
8.5,1.14,5.25,10.27,54.31,32.16,89.32,2.42,0.67,0.38,64.3,4.93,33.86,4.21,95.14,0.87,80.24,69558.24,34.91,5.13
5.58,0.89,-2.02,35.5,79.2,20.63,76.4,1.55,0.46,0.98,15.6,3.75,60.54,34.23,77.63,6.69,89.13,23641.22,0.27,92.1
3.37,13.13,2.68,69.16,64.75,45.96,80.96,0.81,0.44,0.86,9.19,7.96,88.74,48.6,39.99,7.33,73.05,63330.45,15.1,79.16
1.38,7.65,-0.91,29.8,60.92,91.66,57.94,-1.02,0.69,0.52,1.47,1.35,4.48,0.63,56.09,6.89,65.67,78816.19,44.09,61.13
3.9,2.25,3.6,48.88,12.02,53.64,46.77,-1.03,0.36,0.05,81.4,1.39,56.87,20.52,46.43,5.93,88.52,58189.18,47.23,84.16
0.99,4.53,2.17,78.67,7.02,50.81,40.74,-0.08,0.86,0.85,96.41,7.23,80.19,9.31,51.36,9.44,66.94,89675.11,42.64,29.21
5.76,13.6,1.99,86.19,79.72,82.99,47.72,-0.7,0.93,0.82,18.7,3.87,42.08,90.43,88.59,7.49,70.81,42718.49,13.87,70.71
1.34,8.7,5.71,14.88,97.15,40.48,39.1,1.32,0.08,0.14,3.19,1.62,92.39,89.79,52.57,2.89,86.54,75407.37,21.46,3.0
2.35,7.65,7.29,89.72,96.73,41.22,76.24,2.61,0.27,0.26,10.76,0.34,20.93,65.5,48.5,7.47,79.34,23076.74,47.21,30.81
6.74,7.76,4.76,66.7,46.25,8.77,71.86,-0.51,0.2,0.67,63.12,2.46,95.06,28.19,67.21,2.52,81.85,55522.31,26.98,58.26
0.31,13.3,5.58,6.02,37.56,61.71,5.08,-1.56,0.73,0.68,97.33,5.03,64.85,87.41,85.85,4.51,80.76,81509.45,39.51,47.89
9.49,9.68,-1.97,68.34,81.95,63.25,69.16,2.91,0.83,0.81,86.88,5.34,89.12,16.04,53.26,5.66,84.47,10234.15,22.01,2.97
1.9,0.79,-3.07,47.55,2.44,84.16,69.19,-1.0,0.64,0.52,5.18,1.42,51.49,78.95,58.68,3.56,78.0,67068.83,22.13,58.31
9.29,12.34,-2.72,73.93,20.81,54.77,38.03,2.16,0.51,0.66,87.02,0.92,38.18,58.98,32.57,4.12,89.05,32198.02,45.87,72.71
0.11,4.35,-0.66,4.13,27.04,25.3,59.25,-1.35,0.23,0.18,9.57,4.74,82.84,68.47,86.27,6.65,65.76,65499.13,31.61,11.76
8.59,11.95,8.89,97.89,41.38,6.79,41.94,0.4,0.6,0.42,83.33,0.71,37.01,24.8,72.03,9.02,65.17,25025.82,35.56,27.02
4.4,14.93,-1.65,27.77,50.52,67.37,94.37,-1.51,0.02,0.21,69.67,2.01,34.47,93.59,98.9,4.2,74.61,79173.37,46.76,11.04
2.71,4.6,7.6,31.08,71.87,53.86,35.21,2.32,0.89,0.45,45.85,0.23,27.68,20.05,32.19,6.13,79.7,29754.12,10.51,70.35
7.3,12.43,6.37,45.77,66.33,80.92,49.03,1.52,0.94,0.83,75.98,6.95,31.59,67.38,81.81,9.15,80.67,57660.0,7.37,9.74
7.18,3.25,0.39,3.96,49.54,97.77,67.51,0.87,0.12,0.57,18.14,0.85,74.47,5.19,79.11,8.62,69.8,10274.49,15.46,14.03
5.67,5.91,-0.73,17.6,66.0,6.41,4.41,1.64,0.08,0.03,86.63,3.68,11.16,94.73,70.49,4.05,60.93,83262.24,28.53,18.66
6.1,12.93,0.55,47.71,24.64,94.52,62.07,2.62,0.0,0.16,74.54,8.12,35.69,26.09,36.69,1.4,75.91,11944.69,6.07,0.77
9.56,7.67,9.41,24.2,49.73,43.21,51.59,-0.03,0.96,0.33,47.38,7.15,56.82,35.08,14.18,7.96,72.98,22609.7,42.18,22.78
8.39,9.7,2.74,28.21,45.53,44.78,73.64,-0.12,0.57,0.42,96.46,1.83,38.88,21.79,28.22,2.47,66.55,45434.46,1.34,68.46
5.04,13.4,1.67,19.06,3.94,33.64,97.27,-0.56,0.69,0.69,36.44,0.39,57.12,50.77,78.18,2.59,83.95,23637.69,46.66,83.02
3.54,11.16,3.82,2.81,89.67,9.2,70.1,2.84,0.49,0.13,74.15,3.34,48.2,82.33,12.59,6.23,87.0,49853.46,47.5,2.91
5.17,2.56,0.86,76.96,37.72,95.93,66.68,0.92,0.21,0.41,26.39,3.26,9.91,89.85,97.87,0.66,60.83,89026.78,19.65,20.85
8.81,10.07,0.11,78.21,3.62,99.93,26.23,-0.63,0.71,0.87,62.81,8.58,66.81,86.48,45.8,2.58,86.46,10964.54,17.99,92.9
1.11,2.23,-4.56,75.57,0.02,73.51,3.24,0.71,0.27,0.36,66.34,3.4,39.34,41.22,61.89,8.04,65.28,33840.11,31.0,9.38
6.05,6.17,-1.83,39.31,59.72,74.37,35.36,-1.83,0.05,0.6,36.4,9.03,37.78,62.58,45.76,8.11,76.82,10627.67,1.66,80.18
1.34,7.97,4.46,59.7,22.63,61.44,71.71,-0.36,0.38,0.36,32.63,7.67,11.77,13.22,98.99,2.98,89.77,54308.25,35.36,73.48
7.52,11.31,-4.1,85.76,73.49,34.48,14.48,-0.75,0.92,0.9,39.68,8.49,63.21,99.38,0.81,8.28,80.28,35803.03,49.8,24.54
0.36,7.53,-0.05,25.99,96.51,47.25,77.44,2.18,0.74,0.39,72.54,3.78,54.57,80.25,21.87,6.87,72.53,73331.2,47.61,48.1
1.09,13.55,5.99,17.6,97.18,67.92,45.16,2.83,0.91,0.89,63.41,1.23,2.46,53.25,77.29,4.49,68.04,16471.98,22.51,72.39
1.69,11.21,9.25,9.93,25.54,42.2,8.36,0.57,0.82,0.52,64.5,9.32,76.92,7.98,96.91,4.87,74.97,88115.65,49.52,1.29
3.78,2.55,-3.35,57.21,28.27,10.8,33.2,-1.8,0.42,0.98,21.14,3.82,93.31,68.66,27.4,6.47,68.47,50675.3,28.79,63.82
3.83,6.14,5.56,96.77,70.32,44.96,30.05,2.35,0.85,0.56,13.73,7.97,36.76,3.93,99.02,4.18,60.99,10781.55,25.49,82.52
2.17,11.09,6.42,32.87,51.96,36.72,24.48,-1.05,0.84,0.44,53.69,9.17,74.34,22.89,52.52,2.81,73.52,83354.39,27.72,51.15
4.82,1.08,4.62,4.88,59.26,31.22,87.1,-1.74,0.13,0.39,65.61,1.19,29.69,79.11,33.35,4.56,73.2,11577.47,23.89,26.53
4.17,10.28,8.47,60.18,9.23,17.7,51.72,1.78,0.42,0.4,14.88,7.64,85.05,10.4,86.97,6.3,83.02,68093.27,7.6,62.58
6.01,11.87,2.02,57.89,89.22,62.35,79.02,2.8,0.97,0.06,9.48,3.78,38.61,91.25,48.34,8.5,88.2,86670.82,4.81,44.58
2.26,6.14,-3.11,58.74,53.31,72.57,30.77,0.88,0.79,0.08,53.39,4.98,17.13,30.7,38.71,1.95,86.13,17473.63,19.16,35.97
1.74,7.63,7.99,25.16,16.84,31.78,12.28,2.3,0.6,0.61,73.33,3.93,99.23,73.6,72.99,0.19,83.2,78802.87,24.92,7.43
4.6,2.1,8.67,12.94,3.62,93.12,67.35,-0.12,0.3,0.77,49.59,4.96,92.46,61.52,23.5,7.52,89.93,86907.45,3.93,35.29
4.25,11.96,6.41,80.57,25.49,26.29,87.74,0.02,0.49,0.88,60.73,0.98,76.58,89.63,37.15,0.95,82.82,75455.11,10.53,77.55
7.17,11.31,0.47,93.83,48.39,43.84,54.35,2.78,0.81,0.84,20.79,9.97,64.94,58.64,76.27,0.41,74.2,89780.83,1.06,41.55
6.49,4.67,7.81,54.57,84.38,86.03,28.66,0.28,0.28,0.67,93.08,0.96,10.54,95.15,24.95,2.44,79.54,57407.86,40.93,24.39
5.93,10.58,2.82,84.77,56.68,57.56,95.56,-0.88,0.58,0.7,56.7,3.98,45.46,10.7,87.81,8.56,78.95,29002.48,6.22,10.29
4.4,4.51,8.04,35.18,31.4,96.37,46.89,2.56,0.25,0.01,71.94,9.45,77.98,72.08,33.88,7.92,86.42,18067.0,48.41,24.17
3.57,10.81,4.23,10.59,51.1,91.29,5.63,0.89,0.48,0.87,40.2,6.61,22.0,36.83,18.2,7.59,66.17,86158.1,36.17,52.86
9.63,14.12,4.15,72.49,14.35,13.14,40.34,1.44,0.98,0.53,65.66,0.96,32.55,41.06,26.73,2.72,68.44,62064.9,7.45,48.75
1.44,10.56,7.92,55.53,35.02,74.4,50.29,-0.78,0.34,0.52,87.29,0.36,89.87,92.65,55.98,9.14,74.71,53959.61,42.91,73.65
7.74,9.09,2.49,50.84,59.83,7.32,98.99,-1.29,0.75,0.51,71.47,7.21,52.64,50.92,23.38,9.36,79.27,85230.4,40.9,40.46
1.88,6.61,-2.06,36.84,17.5,11.98,37.83,-0.17,0.9,0.94,19.85,8.77,86.72,27.51,27.21,8.0,73.59,25340.94,41.45,52.12
1.32,1.54,8.94,34.86,27.81,85.14,57.35,-0.47,0.86,0.68,87.26,9.66,84.65,27.11,52.84,6.4,70.29,98882.8,25.67,90.36
4.34,6.71,-1.81,31.08,94.26,16.4,86.11,1.09,0.24,0.87,10.89,2.85,28.23,31.0,19.13,3.09,72.49,28334.07,28.4,58.45
6.05,2.46,3.22,79.64,80.86,68.62,18.36,0.5,0.27,0.7,33.85,3.18,27.08,58.75,32.14,1.71,81.51,24849.94,31.93,35.36
5.93,5.49,-1.97,58.0,20.09,52.6,0.78,1.11,0.94,0.78,92.05,2.37,85.76,5.12,54.15,0.61,86.3,17482.68,34.1,58.58
2.49,5.52,1.24,11.14,89.62,15.63,51.81,-1.04,0.86,0.58,32.09,0.02,95.91,27.2,91.92,7.68,70.05,15161.69,35.23,32.21
1.66,12.41,-0.96,79.24,30.31,55.16,75.7,1.26,0.24,0.58,29.94,3.91,0.28,44.27,77.89,4.38,71.87,82028.3,45.45,94.25
1.68,12.11,-1.93,68.96,83.5,98.28,19.45,-0.68,0.98,0.43,68.83,2.25,68.31,70.8,94.31,7.25,67.4,21104.86,46.12,30.32
7.84,6.04,0.78,4.73,84.05,48.28,97.33,-1.83,0.1,0.14,12.97,4.71,12.87,50.3,98.12,8.8,61.95,74411.16,47.83,99.66
8.31,6.73,6.05,50.11,39.07,19.89,43.51,2.49,0.18,0.57,16.06,9.58,84.72,52.13,98.67,9.07,85.52,81815.96,12.57,52.83
7.99,10.6,0.75,26.63,23.66,71.3,49.36,0.55,0.43,0.18,75.24,0.2,18.77,20.78,68.43,3.25,80.6,36671.73,35.93,51.82
5.76,2.87,2.28,79.8,26.96,78.21,4.8,2.81,0.91,0.18,46.22,5.89,47.29,72.13,9.15,2.09,80.7,61885.44,9.59,48.19
8.09,7.96,8.21,71.82,2.14,15.43,4.8,1.28,0.17,0.52,96.55,9.54,7.2,16.06,85.41,8.92,63.69,60690.11,24.76,12.03
0.23,13.65,6.52,44.42,85.15,66.8,97.19,-0.94,0.48,0.26,87.07,9.88,68.68,47.42,29.76,4.57,66.04,28246.77,21.92,34.69
7.14,12.3,-2.34,73.15,2.46,62.4,85.1,-0.69,1.0,0.66,95.7,5.5,35.61,70.26,61.06,6.32,79.63,75152.15,49.93,9.88
8.3,11.59,9.19,38.35,32.12,12.2,95.03,-0.57,0.13,0.04,74.43,6.57,17.41,66.18,30.03,3.34,87.07,68915.57,5.67,76.84
5.22,7.81,4.04,42.97,23.05,83.44,67.06,0.88,0.86,0.84,8.62,8.98,25.58,11.12,1.27,1.72,70.02,65828.65,4.34,59.36
0.23,10.15,-2.98,85.69,66.51,23.12,30.94,0.43,0.9,0.59,38.05,8.79,60.17,80.66,33.51,5.37,72.05,26653.13,40.82,21.11
7.08,6.97,2.23,26.39,88.71,6.39,10.64,0.84,0.2,0.32,67.78,3.03,79.15,31.33,18.51,7.01,69.09,20252.94,47.23,38.16
0.67,13.93,3.4,37.41,20.52,76.34,54.46,0.46,0.89,0.44,36.17,1.65,35.92,69.4,37.27,0.75,84.13,60453.66,37.41,32.63
