index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
2999,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"At each vertex of an equilateral triangle, there is a particle with spin quantum number $1/2$, and the interaction Hamiltonian between them is given by
$$
H = \frac{\lambda}{3} \left(\sigma_{1} \cdot \sigma_{2} + \sigma_{2} \cdot \sigma_{3} + \sigma_{3} \cdot \sigma_{1}\right)
$$
where $\sigma$ are Pauli operators, and $\lambda$ is the interaction constant. Derive the partition function $Z$.","The partition function of the system is calculated based on the energy levels, which are $E = \lambda$ and $E = -\lambda$, with the corresponding degeneracy $g = 4$. Therefore, the partition function is
$$
Z = 4 \exp\left(-\frac{\lambda}{kT}\right) + 4 \exp\left(\frac{\lambda}{kT}\right) = 8 \cosh\left(\frac{\lambda}{kT}\right)
$$
where $T$ is the temperature of the system, and $k$ is the Boltzmann constant.",\boxed{8 \cosh\left(\frac{\lambda}{kT}\right)},EX,,False,EN,Math Derivation
3000,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Determine the temperature of $6.0 \times 10^{22}$ helium atoms, where the helium is at atmospheric pressure and occupies a volume of 2.0 L.","By applying the ideal gas law equation, we have

$$
T = \frac{pV}{Nk} = 241 \, \text{K}
$$",\boxed{241},NV,\text{K},False,EN,Laws Application
3001,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,Does the divergence of the partition function between a hydrogen atom and a heat reservoir partly or wholly stem from your choice of the zero point energy?,"The divergence is independent of the choice of zero point energy. If we choose

$$
E=-\frac{E_{0}}{n^{2}}+E^{\prime},
$$

then

$$
z^{\prime}=\mathrm{e}^{-E^{\prime} / k T}\left(\sum_{n=1}^{\infty} 2n^{2} \mathrm{e}^{E_{0} / n^{2} k T}\right)
$$

is still divergent.",\boxed{No},TF,,False,EN,Practical Application
3006,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"An insulating solid contains $N_{\mathrm{A}}$ non-magnetic atoms and $N_{I}$ magnetic impurity atoms, each with a spin of $\frac{3}{2}$. The spin of each impurity atom is free and independent of the rotation of other atoms. A magnetic field is applied to this system at a normal temperature $T$, with the field's strength sufficient to align all spins. What is the change in entropy of this system when the magnetic field is applied? What is the symbol for this change?","The entropy $S=k \ln (\text{number of microscopic states})$. The entropy of the spin system before the magnetic field is applied is $S=k N_{I} \ln 4$, and the entropy after the magnetic field is applied is $S=0$. Therefore, the entropy decreases by $k N_{I} \ln 4$.",\boxed{k N_{I} \ln 4},EX,,False,EN,Knowledge Recall
3008,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"Using the known internal energy expression $U=U_{0}+a(T) T^{7 / 3}$, derive the expression for the heat capacity of surface waves $c$ and discuss its behavior in the low-temperature limit as $T \rightarrow 0 \mathrm{~K}$.","The heat capacity of surface waves is given by

\[
c=\frac{\partial}{\partial T} U=\frac{7}{3} a(T) T^{4 / 3}-\frac{B}{T} \cdot \frac{\omega_{\mathrm{D}}^{7 / 3}}{\exp \left(\hbar \omega_{\mathrm{D}} / k_{\mathrm{B}} T\right)-1}
\]

At low temperatures, as $T \rightarrow 0 \mathrm{~K}$, we have

\[
c=\frac{7}{3} a T^{4 / 3}
\]

where

\[
a =0.562 \frac{A k_{\mathrm{B}}}{\pi}\left(\frac{k_{\mathrm{B}}}{\hbar}\right)^{4 / 3}\left(\frac{\rho}{\sigma}\right)^{2 / 3}
\]",\boxed{\frac{7}{3} a T^{4 / 3}},EX,,False,EN,Math Derivation
3009,Mechanics and Thermodynamics,Statistical Mechanics,Distribution Function and Statistical Entropy,"A system is composed of \(N (N \gg 1)\) nearly independent particles. The energy of each particle can take only two values: \(\varepsilon_{1}=0\) and \(\varepsilon_{2}=\varepsilon>0\). The numbers of particles at energy levels \(\varepsilon_{1}\) and \(\varepsilon_{2}\) are \(N_{1}\) and \(N_{2}\) respectively. Find the relationship between the temperature \(T\) of the system and the system's energy \(E\). Under what condition for \(N_{1}\) does \(T<0 \, \mathrm{K}\)?","The condition for the system to have a negative temperature. Let \(T\) and \(U\) be the temperature and internal energy of the system, respectively. According to thermodynamic theory, we have

\[
T^{-1}=\left(\frac{\partial S}{\partial U}\right)_{N} \tag{6}
\]

In equation (5), substituting \(E=\bar{E}=U\) and then plugging equation (5) into equation (6), we obtain

\[
T=\frac{\varepsilon}{k \ln (N \varepsilon / U-1)}=\frac{\varepsilon}{k \ln \left(N_{1} / N_{2}\right)} \tag{7}
\]

From equation (7), when the number of particles in the higher energy level \(N_{2}\) is more than the number of particles in the lower energy level \(N_{1}\), or when \(N_{1}=N-N_{2}<N / 2\) or \(N_{2}=N-N_{1}>N / 2\), \(T<0 \, \mathrm{K}\), meaning the system has a negative temperature.",\boxed{N_1 < \frac{N}{2}},IN,,False,EN,Laws Application
3011,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"A system consists of \(N\) fixed particles, each with a spin of \(\frac{1}{2}\) and a magnetic moment of \(\mu_{0}\). The system is in a uniform external field \(H\), with the spins interacting only with the magnetic field and otherwise being free. Express the system's energy in terms of the total magnetic moment \(M\) and the external field.",The total energy \(E = -MH\),\boxed{-MH},EX,,False,EN,Knowledge Recall
3012,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"In a lattice, there are $N$ nearly independent ions, each with a spin of $1/2$ and a magnetic moment of $\mu_{0}$. The system is in a uniform external field $B$ and at a temperature $T$. Calculate the average magnetic moment $\bar{M}$ and the fluctuation of the magnetic moment $\Delta M=\sqrt{\overline{(M-\bar{M})^{2}}}$.","The average magnetic moment is given by
$$
\bar{M}=N \mu_{0} \tanh \left(\frac{\mu_{0} B}{k T}\right)
$$

For a single ion, we have
$$
\overline{(\Delta m)^{2}}=\overline{m^{2}}-(\bar{m})^{2}=\mu_{0}^{2}-\mu_{0}^{2} \tanh ^{2}\left(\frac{\mu_{0} B}{k T}\right)=\frac{\mu_{0}^{2}}{\cosh ^{2}\left(\frac{\mu_{0} B}{k T}\right)}
$$

For the entire system, we have
$$
\begin{gathered}
\overline{(\Delta M)^{2}}=N \overline{(\Delta m)^{2}} \\
\Delta M=\sqrt{N} \frac{\mu_{0}}{\cosh \left(\frac{\mu_{0} B}{k T}\right)}
\end{gathered}
$$","\boxed{N \mu_{0} \tanh \left(\frac{\mu_{0} B}{k T}\right), \sqrt{N} \frac{\mu_{0}}{\cosh \left(\frac{\mu_{0} B}{k T}\right)}}","EX, EX",,True,EN,Math Derivation
3014,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"An ideal monatomic molecular gas is enclosed in a cylinder with a radius of $a$ and a length of $L$. The cylinder rotates around its axis of symmetry with an angular velocity $\omega$. In the rotating coordinate system, the ideal gas is in thermal equilibrium at a temperature $T$. Assume the mass of a gas atom is $m$ and the gas follows classical statistics. Find the average particle number density as a function of $r$.","The average particle number density is

$$
\frac{\Delta N}{\Delta V}=\frac{N}{h^{3}} \int \mathrm{~d}^{3} \boldsymbol{p}^{\prime} \mathrm{e}^{-\beta\left(p^{\prime 2} / 2 m+\phi-m \omega^{2} r^{2} / 2\right)} / Z = \frac{N}{\pi L} \frac{\exp \left(-\frac{m \omega^{2} r^{2}}{2 k T}\right)}{\frac{2 k T}{m \omega^{2}}\left(\exp \frac{m \omega^{2} a^{2}}{2 k T}-1\right)}, \quad (r < a)
$$

where $N$ is the number of gas particles.","\boxed{\frac{N}{\pi L} \frac{\exp \left(-\frac{m \omega^{2} r^{2}}{2 k T}\right)}{\frac{2 k T}{m \omega^{2}}\left(\exp \frac{m \omega^{2} a^{2}}{2 k T}-1\right)}, \ (r < a)}","EX, IN",,True,EN,
3016,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Given that water and the vapor above it are in equilibrium. Water vapor can be considered as a classical ideal gas, and it is assumed that any vapor molecules that hit the water surface condense into water. The temperature of the water is $25^{\circ} \mathrm{C}$, and the saturated vapor pressure is $p=23.8 \mathrm{mmHg}$. Calculate the number of molecules evaporating from the unit area of the water surface per unit time.","Since it is assumed that any vapor molecules that hit the water surface condense into water, and water is in equilibrium with the vapor above it, the number of molecules evaporating from the water surface equals the number of vapor molecules colliding with the water surface. Considering water vapor as an ideal gas, the number of molecules colliding with the unit area of the water surface per unit time is given by:

\[
\Gamma = \frac{1}{4} n \bar{v} \tag{1}
\]

where $n$ is the number density of gas molecules, and $\bar{v}$ is the average velocity of vapor molecules:

\[
\bar{v} = \sqrt{\frac{8 k T}{\pi m}} \tag{2}
\]

The equation of state for a classical ideal gas is:

\[
p = n k T \tag{3}
\]

By substituting equations (2) and (3) into equation (1), we can obtain the number of molecules evaporating from the unit area of the water surface per unit time as:

\[
\Gamma = \frac{p}{4 k T} \sqrt{\frac{8 k T}{\pi m}} = \frac{p}{\sqrt{2 \pi m k T}} \tag{4}
\]

The mass of a water molecule is $m = 18 \times 1.66 \times 10^{-27} \mathrm{~kg}$, the temperature of the water is $T = 25^{\circ} \mathrm{C} = 298 \mathrm{~K}$, the saturated vapor pressure of the water is $p = 23.8 \mathrm{mmHg}$, $1 \mathrm{mmHg} = 1.33 \times 10^{2} \mathrm{~N/m}^{2}$, and the Boltzmann constant is $k = 1.38 \times 10^{-23} \mathrm{~J/K}$. By substituting these values into equation (4), we find the number of molecules evaporating from the unit area of the water surface per unit time is $\Gamma = 1.14 \times 10^{26} \mathrm{~m}^{-2} \cdot \mathrm{s}^{-1}$.",\boxed{1.14 \times 10^{26}},NV,,False,EN,Laws Application
3017,Mechanics and Thermodynamics,Statistical Mechanics,Distribution Function and Statistical Entropy,A localized particle system with a very large number of particles $N$ exists in an external magnetic field $\boldsymbol{H}$. Each particle has a spin of $\frac{1}{2}$. Determine the relationship between the state number of the system and the $z$ component of the total spin $M_{\mathrm{s}}$.,"Each particle's spin has two possible orientations: $\frac{1}{2}$ and $-\frac{1}{2}$. Suppose there are $N_{\uparrow}$ particles with a spin of $\frac{1}{2}$, whose spin orientation is parallel to $\boldsymbol{H}$, and $N_{\downarrow}$ particles with a spin of $-\frac{1}{2}$, whose spin orientation is antiparallel to $\boldsymbol{H}$. Then, the total spin of the system is $M_{\mathrm{s}} = \frac{1}{2} \left( N_{\uparrow} - N_{\downarrow} \right)$. From $N_{\uparrow} + N_{\downarrow} = N$, we have $N_{\uparrow} = \frac{N}{2} + M_{\mathrm{s}} ; N_{\downarrow} = \frac{N}{2} - M_{\mathrm{s}}$. The number of states of the system is

$$
\Omega = \frac{N!}{N_{\uparrow}! N_{\downarrow}!} = \frac{N!}{\left[ \frac{N}{2} + M_{\mathrm{s}} \right]! \left[ \frac{N}{2} - M_{\mathrm{s}} \right]!}
$$",\boxed{\Omega = \frac{N!}{\left[ \frac{N}{2} + M_{\mathrm{s}} \right]! \left[ \frac{N}{2} - M_{\mathrm{s}} \right]!}},EQ,,False,EN,Math Derivation
3018,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"In two containers with volumes \( V_1 \) and \( V_2 \), respectively, there are ideal gases with temperature \( T \). The number of gas molecules in each container is \( N \), and the pressures are \( p_1 \) and \( p_2 \), respectively. The containers are connected to a heat source, allowing the gases to mix without performing work. Determine the change in entropy. Specially verify whether your answer is meaningful when \( V_1 = V_2 \) (i.e., \( p_1 = p_2 \)).","After mixing, the ideal gas temperature remains unchanged, at this point

\[ 
\begin{aligned}
S' = 2Nk\left[\ln \frac{V_1+V_2}{2N} + \frac{3}{2} \ln \left(\frac{2 \pi mkT}{h^2}\right) + \frac{5}{2} + S_0\right] \\
\Delta S = S' - S = 2Nk \ln \frac{V_1+V_2}{2\sqrt{V_1 V_2}} = 2Nk \ln \frac{p_1+p_2}{2\sqrt{p_1 p_2}}
\end{aligned}
\]

When \( V_1 = V_2 \), \(\Delta S = 0\), which is precisely what is required.",\boxed{2Nk \ln \frac{V_1+V_2}{2\sqrt{V_1 V_2}}},EX,,False,EN,Laws Application
3019,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"Express the $\overline{E^{2}}$ of any system in terms of the derivative of $\ln z$, where the system is in contact with a heat reservoir at an absolute temperature $T = \frac{1}{k \beta}$.","$$
\overline{E^{2}} = \frac{\sum_{n} E_{n}^{2} \mathrm{e}^{-\beta E_{n}}}{\sum_{n} \mathrm{e}^{-\beta E_{n}}} = \frac{\frac{\partial^{2}}{\partial \beta^{2}} z}{z} = \frac{\partial}{\partial \beta}\left(\frac{\partial}{\partial \beta} \ln z\right)+\left(\frac{\partial}{\partial \beta} \ln z\right)^{2}
$$",\boxed{\frac{\partial}{\partial \beta}\left(\frac{\partial}{\partial \beta} \ln z\right)+\left(\frac{\partial}{\partial \beta} \ln z\right)^{2}},EX,,False,EN,Math Derivation
3020,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Consider a monatomic gas with molecules that have two energy levels for internal degrees of freedom: the ground state with degeneracy $g_{1}$, and an excited state whose energy is higher than the ground state by $E$, with degeneracy $g_{2}$. By calculating the average energy rate of change of the atoms, find the specific heat capacity at constant volume, $c_v$, of the gas.","The specific heat capacity at constant volume, $c_v$, is given by:

$$
\begin{aligned}
c_{v} & =\frac{\partial \varepsilon}{\partial T}=\frac{3}{2} k+\frac{\partial}{\partial T}\left(\frac{g_{2} E \mathrm{e}^{-E / k T}}{g_{1}+g_{2} \mathrm{e}^{-E / k T}}\right) \\
& =\frac{3}{2} k+\frac{\partial}{\partial T}\left(\frac{g_{2} E}{g_{2}+g_{1} \mathrm{e}^{E / k T}}\right) \\
& =\frac{3}{2} k+\frac{g_{1} g_{2} E^{2} \mathrm{e}^{E / k T}}{k T^{2}\left(g_{2}+g_{1} \mathrm{e}^{E / k T}\right)^{2}}
\end{aligned}
$$",\boxed{\frac{3}{2} k+\frac{g_{1} g_{2} E^{2} \mathrm{e}^{E / k T}}{k T^{2}\left(g_{2}+g_{1} \mathrm{e}^{E / k T}\right)^{2}}},EX,,False,EN,Math Derivation
3021,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,(2) Assume that the Earth's atmosphere is composed of pure nitrogen gas in thermal equilibrium at a temperature of 300 K. Determine the height above sea level where the atmospheric density is half of its density at sea level.,"Take the direction perpendicular to the sea level as the $z$-axis, with sea level at $z=0$. According to the Maxwell-Boltzmann distribution, the number of molecules in the volume element $\mathrm{d}x \mathrm{~d}y \mathrm{~d}z$ at height $z$ is given by

$$
\mathrm{d}N^{\prime} = n_{0} \mathrm{e}^{-m g z / k T} \mathrm{d}x \mathrm{~d}y \mathrm{~d}z
$$

And the number of molecules per unit volume at height $z$ is

$$
n(z) = n_{0} \mathrm{e}^{-m g z / k T}
$$

Thus,

$$
z = \frac{k T}{m g} \ln \frac{n_{0}}{n} = \frac{R T}{\mu g} \ln \frac{n_{0}}{n}
$$

For nitrogen gas, the molecular weight $\mu = 28 \, \mathrm{g/mol}$, with $g = 9.8 \, \mathrm{m/s}^{2}$, $R = 8.31 \, \mathrm{J/(K\cdot mol)}$, and $T = 300 \, \mathrm{K}$. When $\frac{n_{0}}{n} = 2$, we calculate

$$
z \approx 6297 \, \mathrm{m}
$$

This means that at an altitude of 6297 meters, the density of particles is half of that at sea level.",\boxed{6297},NV,\mathrm{m},False,EN,Laws Application
3023,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"Calculate the partition function \( z \) for a single spinless atom, with the atom having mass \( M \), freely moving within a cube of volume \( V=L^{3} \). Express the result in terms of the quantum concentration \( n_{q}=\left(2 \pi M k T / h^{2}\right)^{3 / 2} \) and explain the physical significance of \( n_{q} \).","The energy eigenvalues are given by

\[
\varepsilon=\frac{h^{2}}{2 M}\left(\frac{n_{x}^{2}}{L^{2}}+\frac{n_{y}^{2}}{L^{2}}+\frac{n_{z}^{2}}{L^{2}}\right)=\frac{1}{2 M}\left(p_{x}^{2}+p_{y}^{2}+p_{z}^{2}\right)=\frac{p^{2}}{2 M}
\]

where \( n_{x}, n_{y}, n_{z}=0, \pm 1, \ldots \), and the energy levels can be treated as quasi-continuous. Therefore, the number of quantum states within the range \( p \rightarrow p+\mathrm{d} p \) is \( \frac{4 \pi V}{h^{3}} p^{2} \mathrm{~d} p \). The number of states for energy in the range \( \varepsilon \rightarrow \varepsilon+\mathrm{d} \varepsilon \) is \( \frac{2 \pi V}{h^{3}}(2 M)^{3 / 2} \varepsilon^{1 / 2} \mathrm{~d} \varepsilon \). Thus,

\[
z=\int_{0}^{\infty} \frac{2 \pi V}{h^{3}}(2 M)^{3 / 2} \varepsilon^{1 / 2} \mathrm{e}^{-\beta \varepsilon} \mathrm{d} \varepsilon=\frac{V}{h^{3}}\left(\frac{M k T}{2 \pi}\right)^{3 / 2} \cdot\left(4 \pi^{2}\right)^{3 / 2}=V \cdot n_{q}
\]

where \( n_{q}=\left(2 \pi M k T / h^{2}\right)^{3 / 2} \) represents the average number of quantum states per unit volume.",\boxed{V \cdot n_{q}},EX,,False,EN,Math Derivation
3024,Mechanics and Thermodynamics,Statistical Mechanics,Ensemble Theory,"During an adiabatic demagnetization process, the sample is always in contact with a heat reservoir at temperature $T_{0}$. The magnetic field applied to the sample increases from 0 to $H_{0}$. Then, the sample is removed from the heat reservoir while the external magnetic field is reduced to $H_{1}$, where $H_{1} < H_{0}$. What is the final temperature of the sample?","In adiabatic demagnetization, the entropy of the sample remains constant, i.e., $S_{1} = S_{0}$, thus the magnetic moment per unit volume $\eta$ is constant, $\eta_{1} = \eta_{0}$. Therefore, we have $T_{1} = H_{1} T_{0} / H_{0}$, so $T_{1} < T_{0}$.",\boxed{T_{1} = \frac{H_{1} T_{0}}{H_{0}}},EQ,,False,EN,Laws Application
